客户姓名,信用评分,自动审批状态,申请细节
张三,692,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2017-07-28"", ""verificationStatus"": 2}"
张三,672,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2018-08-02"", ""verificationStatus"": 2}"
李四,710,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2007-10-29"", ""verificationStatus"": 2}"
李四,670,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2014-07-29"", ""verificationStatus"": 2}"
张三,680,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2010-08-08"", ""verificationStatus"": 2}"
张三,681,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2012-06-10"", ""verificationStatus"": 2}"
李四,709,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2007-07-15"", ""verificationStatus"": 2}"
李四,700,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2007-12-28"", ""verificationStatus"": 2}"
张三,684,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2013-04-25"", ""verificationStatus"": 2}"
张三,691,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2012-05-05"", ""verificationStatus"": 2}"
张三,692,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2010-09-02"", ""verificationStatus"": 2}"
李四,696,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-02-24"", ""verificationStatus"": 2}"
张三,706,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-09-02"", ""verificationStatus"": 2}"
张三,706,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2010-08-21"", ""verificationStatus"": 2}"
张三,707,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-09-30"", ""verificationStatus"": 2}"
张三,681,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2007-06-09"", ""verificationStatus"": 2}"
李四,671,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2018-06-10"", ""verificationStatus"": 2}"
张三,670,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2008-01-22"", ""verificationStatus"": 2}"
张三,677,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2010-06-08"", ""verificationStatus"": 2}"
李四,713,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2007-08-05"", ""verificationStatus"": 2}"
李四,696,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2014-06-20"", ""verificationStatus"": 2}"
张三,685,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-03-02"", ""verificationStatus"": 2}"
张三,702,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2018-12-18"", ""verificationStatus"": 2}"
张三,695,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2009-11-29"", ""verificationStatus"": 2}"
李四,696,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2009-03-01"", ""verificationStatus"": 2}"
李四,697,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2012-07-05"", ""verificationStatus"": 2}"
李四,700,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2012-01-18"", ""verificationStatus"": 2}"
张三,695,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2017-10-16"", ""verificationStatus"": 2}"
张三,695,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2012-08-29"", ""verificationStatus"": 2}"
李四,687,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2007-06-27"", ""verificationStatus"": 2}"
李四,708,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2012-04-25"", ""verificationStatus"": 2}"
张三,687,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2014-03-19"", ""verificationStatus"": 2}"
张三,695,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2018-12-27"", ""verificationStatus"": 2}"
张三,673,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-10-20"", ""verificationStatus"": 2}"
李四,671,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-10-26"", ""verificationStatus"": 2}"
张三,697,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2017-05-01"", ""verificationStatus"": 2}"
李四,708,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2010-08-15"", ""verificationStatus"": 2}"
李四,680,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2017-08-21"", ""verificationStatus"": 2}"
张三,696,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2013-05-13"", ""verificationStatus"": 2}"
张三,702,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-04-05"", ""verificationStatus"": 2}"
张三,692,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-01-08"", ""verificationStatus"": 2}"
张三,700,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2011-05-23"", ""verificationStatus"": 2}"
张三,686,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2014-04-13"", ""verificationStatus"": 2}"
李四,688,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2007-12-06"", ""verificationStatus"": 2}"
李四,688,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2007-10-13"", ""verificationStatus"": 2}"
李四,713,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2013-01-13"", ""verificationStatus"": 2}"
张三,694,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2014-10-12"", ""verificationStatus"": 2}"
张三,678,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2009-06-22"", ""verificationStatus"": 2}"
李四,709,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2010-09-19"", ""verificationStatus"": 2}"
李四,671,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-12-08"", ""verificationStatus"": 2}"
张三,699,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2008-09-29"", ""verificationStatus"": 2}"
张三,697,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2010-10-18"", ""verificationStatus"": 2}"
张三,679,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2010-09-09"", ""verificationStatus"": 2}"
张三,684,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2018-10-13"", ""verificationStatus"": 2}"
李四,678,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-01-03"", ""verificationStatus"": 2}"
李四,709,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2014-07-08"", ""verificationStatus"": 2}"
张三,713,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2016-03-03"", ""verificationStatus"": 2}"
张三,686,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2014-09-06"", ""verificationStatus"": 2}"
